term,term_lemma,difficulty_score
band-pass filter,band - pass filter,2.0
bandwidth,bandwidth,3.0
bar,bar,2.0
bare mass,bare mass,3.5
barrier,barrier,4.0
baryon,baryon,3.0
baryon number,baryon number,1.0
baryonium,baryonium,3.0
base,base,2.5
base line,base line,2.5
base metal,base metal,2.25
base pressure,base pressure,2.25
battery,battery,3.5
bcc structure,bcc structure,2.0
beam,beam,4.0
beam analyzer,beam analyzer,4.0
beam dump,beam dump,3.5
beam extraction,beam extraction,4.0
beam instability,beam instability,4.0
beam line,beam line,3.25
beam load,beam load,3.5
beam monitor,beam monitor,3.5
beam optics,beam optic,4.0
beam splitter,beam splitter,4.0
beam transport,beam transport,3.75
bearing,bear,1.5
beat,beat,3.5
beat frequency,beat frequency,3.25
bell jar,bell jar,2.0
bellows,bellow,4.0
bending,bend,3.0
bending magnet,bend magnet,3.0
bending moment,bend moment,2.0
bending strength,bend strength,2.5
bending vibration,bend vibration,3.5
betatron,betatron,3.0
betatron function,betatron function,2.5
betatron oscillation,betatron oscillation,3.0
bias,bias,3.0
bias voltage,bias voltage,3.0
biaxial crystal,biaxial crystal,3.0
bifurcation,bifurcation,3.0
big-bang,big - bang,2.0
bimetal,bimetal,3.0
binary alloy,binary alloy,3.0
binary star,binary star,2.0
binding energy,bind energy,4.0
binomial distribution,binomial distribution,3.0
biopolymer,biopolymer,3.0
biosensor,biosensor,3.0
biprism,biprism,3.0
biquadratic exchange interaction,biquadratic exchange interaction,2.75
birefringence,birefringence,3.0
bit,bit,2.0
black body,black body,1.0
black body radiation,black body radiation,1.6666666666666667
black box,black box,1.0
black hole,black hole,1.0
blanket,blanket,2.0
blaze,blaze,4.0
blaze angle,blaze angle,4.0
blister,blister,5.0
blistering,blister,5.0
block copolymer,block copolymer,2.0
block diagram,block diagram,2.5
block gauge,block gauge,2.0
blocking,block,2.0
blue shift,blue shift,2.25
body,body,1.0
body force,body force,2.0
boiling,boil,2.0
boiling point,boiling point,2.75
bolometer,bolometer,3.0
bond,bond,3.0
bond alternation,bond alternation,3.0
bond angle,bond angle,3.5
bond distance,bond distance,3.0
bond energy,bond energy,3.5
bond length,bond length,3.0
bond order,bond order,2.25
boost,boost,4.0
booster,booster,3.0
bootstrap,bootstrap,3.0
boson,boson,3.0
boson expansion,boson expansion,4.0
bound electron,bind electron,3.5
bound exciton,bind exciton,4.0
bound state,bind state,3.6666666666666665
boundary condition,boundary condition,3.5
boundary layer,boundary layer,3.0
boundary lubrication,boundary lubrication,3.0
boundary value problem,boundary value problem,2.0
bracket,bracket,4.0
branching ratio,branch ratio,2.5
breakdown,breakdown,4.0
breakdown voltage,breakdown voltage,4.0
breaking arc,break arc,1.5
breeder,breeder,3.0
breeder reactor,breeder reactor,3.0
breeding,breed,3.5
bremsstrahlung,bremsstrahlung,3.0
brightness,brightness,3.0
brilliance,brilliance,3.0
brittle fracture,brittle fracture,3.0
brittleness,brittleness,3.0
broken symmetry,break symmetry,1.5
bubble density,bubble density,3.0
buckling,buckling,3.0
buffer solution,buffer solution,3.5
built-up films,build - up film,1.6666666666666667
bulk modulus,bulk modulus,5.0
bulk strain,bulk strain,4.25
bunch,bunch,3.0
buncher,buncher,3.0
buoyancy,buoyancy,3.0
burst,burst,4.0
calibration,calibration,3.0
calibration curve,calibration curve,3.0
calorimeter,calorimeter,3.0
calorimetry,calorimetry,3.0
cam,cam,3.0
camber,camber,3.0
candela,candela,3.0
canonical distribution,canonical distribution,3.0
canonical ensemble,canonical ensemble,3.0
canonical equations,canonical equation,4.0
canonical quantization,canonical quantization,3.0
canonical transformation,canonical transformation,3.0
capacitance,capacitance,3.0
capacitive reactance,capacitive reactance,3.0
capacitor,capacitor,3.0
capillarity,capillarity,3.0
capillary tube,capillary tube,1.0
capillary wave,capillary wave,2.5
capture,capture,3.0
capture cross section,capture cross section,2.0
capture reaction,capture reaction,3.5
carbon dioxide gas laser,carbon dioxide gas laser,3.25
carotenoid,carotenoid,3.0
carrier,carrier,5.0
carrier compensation,carrier compensation,4.5
carrier injection,carrier injection,4.5
carrier life time,carrier life time,2.8333333333333335
carrier wave,carrier wave,3.75
cascade connection,cascade connection,5.333333333333333
cascade process,cascade process,4.416666666666666
cascade shower,cascade shower,3.9166666666666665
casting,cast,4.6
catalysis,catalysis,3.0
catastrophe,catastrophe,4.0
cathode,cathode,3.0
cathode dark space,cathode dark space,1.5
cathode fall,cathode fall,2.5
cathode follower,cathode follower,4.0
cathode glow,cathode glow,4.0
cathode spot,cathode spot,2.5
cation,cation,3.0
causality,causality,3.0
caustic,caustic,3.0
cavitation,cavitation,3.0
cavity,cavity,5.0
cavity resonator,cavity resonator,5.0
cell,cell,3.0
cell membrane,cell membrane,3.0
cell structure,cell structure,2.5
center of curvature,center of curvature,1.0
center of gravity,center of gravity,1.0
center of mass,center of mass,2.25
center-of-mass motion,center - of - mass motion,2.8333333333333335
central limit theorem,central limit theorem,3.0
central mode,central mode,3.0
central peak,central peak,3.5
centrifugal barrier,centrifugal barrier,4.0
centrifugal distortion,centrifugal distortion,4.0
centrifugal force,centrifugal force,3.0
centrifuge,centrifuge,3.0
ceramic filter,ceramic filter,3.0
chain reaction,chain reaction,3.0
chalcogenide glass,chalcogenide glass,1.0
channel,channel,3.0
channel plate,channel plate,2.5
channeling,channel,3.0
chaos,chaos,3.0
chaotic motion,chaotic motion,4.0
characteristic X-rays,characteristic x - ray,2.75
characteristic curve,characteristic curve,3.25
characteristic energy,characteristic energy,3.75
characteristic function,characteristic function,3.0
characteristic impedance,characteristic impedance,3.5
characteristic temperature,characteristic temperature,2.75
characteristic vibration,characteristic vibration,3.75
charge,charge,3.0
charge conjugation,charge conjugation,3.0
charge density,charge density,3.0
charge density wave,charge density wave,2.75
charge distribution,charge distribution,3.0
charge exchange,charge exchange,2.75
charge independence,charge independence,2.5
charge symmetry,charge symmetry,3.0
charge transfer,charge transfer,3.25
charge transfer complex,charge transfer complex,3.1666666666666665
charge-coupled device,charge - couple device,2.6666666666666665
charge-transfer complex,charge - transfer complex,3.1666666666666665
charged current,charge current,3.0
charged particle,charge particle,3.5
charging,charge,3.0
charm,charm,3.0
charm quark,charm quark,3.0
charmonium,charmonium,3.0
chemical accelerator,chemical accelerator,2.5
chemical bond,chemical bond,2.75
chemical equilibrium,chemical equilibrium,4.25
chemical laser,chemical laser,3.25
chemical physics,chemical physics,2.75
chemical potential,chemical potential,3.0
chemical reaction,chemical reaction,3.25
chemical shift,chemical shift,3.0
chemical vapor deposition,chemical vapor deposition,2.5
chemiluminescence,chemiluminescence,3.0
chemisorption,chemisorption,3.0
chimera,chimera,3.0
chirality,chirality,3.0
cholesteric phase,cholesteric phase,5.0
chromatic aberration,chromatic aberration,6.0
chromaticity,chromaticity,3.0
chromaticity diagram,chromaticity diagram,3.0
chromatography,chromatography,3.0
chromel-alumel thermocouple,chromel - alumel thermocouple,3.0
chuck,chuck,3.0
circuit,circuit,5.0
circuit element,circuit element,4.0
circular accelerator,circular accelerator,3.0
circular dichroism,circular dichroism,3.0
circular method,circular method,2.5
circular motion,circular motion,3.5
circularly polarized light,circularly polarize light,1.6666666666666667
circulation,circulation,5.0
circulation quantum,circulation quantum,5.0
circulator,circulator,3.0
cis-form,cis - form,2.0
cladding,cladding,3.0
clamp,clamp,3.0
classical absorption,classical absorption,3.0
classical mechanics,classical mechanic,3.0
classical physics,classical physics,3.0
classical statistical mechanics,classical statistical mechanic,3.0
clean surface,clean surface,2.0
cleavage,cleavage,3.0
cleavage surface,cleavage surface,3.0
climb motion,climb motion,2.75
clock paradox,clock paradox,2.5
close binary,close binary,1.0
closed circuit,closed circuit,3.0
closed loop,close loop,1.0
closed magnetic field,close magnetic field,2.3333333333333335
closed orbit,close orbit,2.0
closed orbit distortion,close orbit distortion,2.6666666666666665
closed shell,close shell,2.0
closed system,closed system,1.5
closed tube,close tube,1.0
cluster,cluster,3.0
cluster expansion,cluster expansion,4.0
cluster ion,cluster ion,3.0
cluster model,cluster model,2.6666666666666665
coalescence model,coalescence model,2.6666666666666665
coarse graining,coarse graining,4.0
coating,coating,3.0
coaxial cable,coaxial cable,4.0
coaxial resonator,coaxial resonator,3.0
coefficient,coefficient,3.0
coefficient of capacitance,coefficient of capacitance,1.0
coefficient of friction,coefficient of friction,1.0
coefficient of restitution,coefficient of restitution,1.0
coefficient of static friction,coefficient of static friction,1.0
coercive force,coercive force,3.0
coexistence curve,coexistence curve,3.0
coherence,coherence,4.0
coherence factor,coherence factor,4.0
coherence length,coherence length,3.5
coherence time,coherence time,3.25
coherent,coherent,4.0
coherent bremsstrahlung,coherent bremsstrahlung,4.0
coherent light,coherent light,2.8333333333333335
coherent potential approximation,coherent potential approximation,3.75
coherent production,coherent production,3.0
coherent representation,coherent representation,4.0
coherent scattering,coherent scattering,4.0
coherent state,coherent state,3.6666666666666665
cohesion,cohesion,3.0
cohesive energy,cohesive energy,4.0
cohesive force,cohesive force,3.0
coil,coil,3.0
coincidence,coincidence,4.0
coincidence method,coincidence method,3.0
cold cathode,cold cathode,1.0
cold neutron,cold neutron,1.0
cold plasma,cold plasma,1.0
cold trap,cold trap,1.5
collective coordinate,collective coordinate,3.0
collective excitation,collective excitation,3.0
collective model,collective model,2.6666666666666665
collective motion,collective motion,4.0
collective rotational motion,collective rotational motion,4.0
collective vibration,collective vibration,4.0
collector,collector,4.0
collider,collider,6.0
colliding beam,collide beam,5.0
collimator,collimator,3.0
collision,collision,3.0
collision broadening,collision broaden,4.0
collision cascade,collision cascade,5.333333333333333
collision frequency,collision frequency,3.0
collision rate,collision rate,3.0
collisionless plasma,collisionless plasma,3.0
colloid,colloid,3.0
color,color,3.0
color center,color center,3.0
color center laser,color center laser,4.0
color reaction,color reaction,4.0
color tone,color tone,3.5
colorimeter,colorimeter,3.0
colorimetry,colorimetry,3.0
coloring,color,3.0
coma,coma,4.0
combination tone,combination tone,3.25
combustion,combustion,6.0
comet,comet,3.0
commensurate structure,commensurate structure,4.0
commensurate-incommensurate transition,commensurate - incommensurate transition,5.0
commutator,commutator,3.0
compact torus,compact torus,3.0
companion,companion,3.0
comparator,comparator,3.0
compatibility,compatibility,3.0
compensation,compensation,4.0
compensation method,compensation method,3.0
compensation temperature,compensation temperature,3.0
compensator,compensator,3.0
complementarity,complementarity,3.0
completeness,completeness,3.0
complex admittance,complex admittance,3.0
complex amplitude,complex amplitude,3.0
complex center,complex center,3.0
complex dielectric constant,complex dielectric constant,3.5
complex function,complex function,2.75
complex impedance,complex impedance,3.0
complex index of refraction,complex index of refraction,2.6666666666666665
complex magnetic susceptibility,complex magnetic susceptibility,4.0
complex number,complex number,2.0
complex plane,complex plane,3.25
complex potential,complex potential,3.25
complex representation,complex representation,3.0
complex sound,complex sound,2.833333333333333
complex viscosity,complex viscosity,3.0
complex wave number,complex wave number,2.1666666666666665
compliance,compliance,5.0
component,component,4.0
composite material,composite material,2.0
composite particle,composite particle,4.0
compound nucleus,compound nucleus,3.0
compound semiconductor,compound semiconductor,3.0
compressibility,compressibility,3.0
compressibility factor,compressibility factor,4.0
compressible fluid,compressible fluid,4.0
compression,compression,4.0
compression ratio,compression ratio,4.0
compression wave,compression wave,3.25
compressive strength,compressive strength,2.0
compressive stress,compressive stress,3.5
compressor,compressor,3.0
computational complexity,computational complexity,4.5
computational error,computational error,2.0
computer,computer,1.0
computer control,computer control,1.75
computer generated hologram,computer generate hologram,2.0
computerized tomography,computerized tomography,3.0
concave diffraction grating,concave diffraction grate,3.0
concave grating,concave grate,3.0
concave lens,concave len,3.0
concave mirror,concave mirror,2.0
condensate,condensate,3.0
condensation,condensation,6.0
condensation coefficient,condensation coefficient,6.0
condensed matter physics,condense matter physics,2.25
condenser,condenser,3.0
condition,condition,3.5
conductance,conductance,3.0
conducting fluid,conduct fluid,3.75
conduction,conduction,3.0
conduction band,conduction band,1.0
conduction current,conduction current,3.0
conduction electron,conduction electron,3.0
conductivity,conductivity,3.0
conductor,conductor,4.0
confidence interval,confidence interval,3.0
confidence level,confidence level,3.0
configuration,configuration,3.0
configuration mixing,configuration mix,3.0
configuration space,configuration space,2.0
configurational entropy,configurational entropy,3.0
confinement,confinement,5.0
confinement time,confinement time,3.75
confining magnetic field,confine magnetic field,3.3333333333333335
confocal,confocal,3.0
conformal mapping,conformal mapping,3.0
conformal transformation,conformal transformation,3.0
conformation,conformation,3.0
congruent melt,congruent melt,3.0
conical refraction,conical refraction,3.0
conjugate,conjugate,3.0
conjugate image,conjugate image,2.0
conjugate wave,conjugate wave,2.5
connection,connection,3.0
connector,connector,3.0
conoscope,conoscope,3.0
conservation law,conservation law,2.5
conservation of probability,conservation of probability,2.3333333333333335
conservative force,conservative force,3.0
conservative system,conservative system,2.5
conserved current,conserve current,4.0
conserved quantity,conserve quantity,4.0
constant,constant,4.0
constant of motion,constant of motion,3.0
constraint,constraint,5.0
contact angle,contact angle,3.0
contact interaction,contact interaction,2.5
contact ionization,contact ionization,2.0
contact potential,contact potential,2.75
contact resistance,contact resistance,3.0
continuous X-rays,continuous x - ray,2.5
continuous eigenvalue,continuous eigenvalue,3.0
continuous group,continuous group,2.5
continuous spectrum,continuous spectrum,3.0
continuous-wave laser,continuous - wave laser,3.1666666666666665
continuous-wave oscillation,continuous - wave oscillation,2.75
continuum,continuum,3.0
contraction,contraction,3.0
contrast,contrast,2.0
contravariant,contravariant,3.0
control,control,2.5
convection,convection,3.0
convective diffusion,convective diffusion,3.0
convergence,convergence,3.0
convergent beam electron diffraction,convergent beam electron diffraction,3.5
conversion ratio,conversion ratio,4.0
converter,converter,3.0
convex function,convex function,2.5
convex lens,convex len,3.0
convex mirror,convex mirror,2.0
convolution,convolution,3.0
coolant,coolant,3.0
cooling water,cool water,2.5
cooperative phenomenon,cooperative phenomenon,3.5
coordinate,coordinate,3.0
coordinate representation,coordinate representation,3.0
coordinate system,coordinate system,2.0
coordination,coordination,3.0
coordination number,coordination number,1.0
copolymer,copolymer,3.0
copolymerization,copolymerization,3.0
copper ratio,copper ratio,4.0
core,core,4.0
core electron,core electron,3.5
core polarization,core polarization,4.0
corona,corona,4.0
corona discharge,corona discharge,4.0
coronagraph,coronagraph,3.0
correction,correction,3.0
correction lens,correction len,3.0
correlation analysis,correlation analysis,4.5
correlation coefficient,correlation coefficient,6.0
